"Index","Real.Estate","Home.Financing","Home.Inspections...Appraisal","Home.Insurance","Property.Management","Real.Estate.Agencies","Rental.Listings...Referrals","Auto.Financing","Auto.Insurance","Automotive","Hybrid...Alternative.Vehicles","Off.Road...Recreational.Vehicles","Vehicle.Licensing...Registration","Vehicle.Shopping","Jobs","Welfare...Unemployment"
"2004/01/04",3.19389015169774,3.64285863346485,7.95095458068882,10.57263118078,9.86281946096412,5.04395661639306,-1.47613152442038,0.638564989162433,0.490389146432584,3.74649075287022,37.8451866264599,0.774990881834204,0.138802655660921,2.37327220056586,6.06686228044856,-7.57415249197442
"2004/01/11",-2.61523515602382,1.88105256200555,4.63248427636772,4.24814735294252,0.415560383105028,-1.92797397656572,-6.73234759066351,8.7347261214147,-5.70561339952598,1.82818370004862,8.1661066733951,0.743974753772688,-3.9554178738117,4.58019776890365,-3.55877323692429,-25.2378856703186
"2004/01/18",-0.0493604809915835,4.61924651942419,5.81401399809875,10.5486635152333,2.09330131931929,2.35009547408987,-6.48856368112446,10.8308871610344,-4.27661597087358,2.9098766546386,5.6120272067874,4.83795864330441,-3.79963844392414,5.16212335313671,-6.1844087085386,-17.4016189094181
"2004/01/25",-1.73348581425122,-1.76755963474478,4.87054366314688,12.3491796956246,0.646042248624638,-1.62183511170664,-8.11977976978277,4.55204822110086,-6.97261850855111,-1.88343038926542,4.80794752727568,1.80694248115959,-1.51885898216322,-0.380951094030422,-7.93504418361625,-18.8153521234654
"2004/02/01",-7.04261114286932,-9.90436570397788,-3.94792666003691,-4.85030414180667,1.57378320148473,-5.46876570209511,-8.50099582107326,2.89820931581462,-5.79362105179973,-3.80173740359125,10.2538680499715,-1.59907364824657,-8.23807954548769,-2.6740254800829,-13.3106795812006,-24.1040853930686
"2004/02/08",-1.73735647204593,-2.3237546143954,3.2095236828478,8.6992173188141,-4.62864629210885,-1.33037027943375,-6.25792376966848,6.85360146677949,-7.74704200605739,-2.83897842906446,-3.09675332677741,4.35035566828586,-6.32759742734326,0.790324860748435,-10.8125365383849,-19.4090962809352
"2004/02/15",-0.0571018111067443,1.00685639622511,6.74197403039885,7.99873872310428,1.16892427252443,1.93302514689002,-0.264851705758195,14.5589936196654,-5.57546290784517,2.87378059752939,25.9276257412498,8.17478494238755,-1.41711528842654,5.75467524233114,-7.5643933661142,-15.0891071286019
"2004/02/22",-0.501847197530707,4.2124673523684,7.0244243083085,12.9232601155895,5.96649480290113,0.0714204989311864,-3.64677970912844,10.0143857227652,-6.40388387001613,-2.41346042689007,20.327004512104,1.49921419370933,-3.50663318909585,0.59402556499953,-6.06625028239856,-19.2691180565821
"2004/02/29",0.303407471186095,3.79307832445652,8.55687462157813,5.47278150444953,6.88906532960301,-0.540184113618081,-3.52870764475325,3.9697778372674,-3.35730477856458,-0.825701421706535,32.4763833988046,0.698643496497065,0.653848958187104,1.68337593770237,-4.44310715548376,-15.1991289378494
"2004/03/07",1.24696456665869,13.5369180286803,7.60653097044877,7.76439291664112,-2.55676935068402,6.61734058339962,-9.28567139297411,12.0657340565312,-10.5490576207787,3.01646412975204,33.1174379447271,0.91196746016106,-5.80478826691679,5.66498981971102,-14.9409985807231,-27.0091931721575
"2004/03/14",1.31552165530841,15.7807576517732,4.78118731656176,11.8060042350723,3.37239599243496,1.27486519913768,-4.6676350854655,14.036690176575,-4.36581041046106,-0.391370385357384,14.5084922897061,-1.74970856334099,-4.38842547272947,1.27160365545919,-11.9388901164671,-18.4442573885625
"2004/03/21",-0.240921253482522,2.3995971994178,-2.54415638501725,8.4726155665606,-4.82343871912206,5.55738987485635,-2.29959881116032,5.50764632155556,-12.5575632392154,2.95079516404379,18.1495466581222,12.0886154612703,-9.09706265521051,6.62821757755613,-15.9367816718679,-27.2543216766108
"2004/03/28",1.82763585286578,5.2684369081716,5.8804999800709,19.1392269089556,8.60572665223038,3.21491450526887,-4.5565625437152,5.60360247136354,-6.74931603138268,0.16796065470376,41.5406011764433,5.05193939140865,-5.430699867183,0.984831406029034,-6.43467312846403,-17.314385833469
"2004/04/04",2.75253573855688,7.33668584808624,6.64676571757332,16.0563670258343,1.15329986593503,-0.271457451665758,-4.94008851929294,16.5469774603473,-5.44870312155313,1.75868836759505,42.0925008735834,4.25625649572789,-5.26288073035745,2.19169092200171,-8.5550512139116,-19.8994882182636
"2004/04/11",0.67743555213987,4.02993472181089,-2.46196862269021,14.9735071615024,13.5758731507377,0.492170596543117,-5.44861449456702,12.8653524162949,1.60190981627439,-3.65058396542093,23.8944003674501,-0.289426425001091,-7.59506163934001,6.27355043760877,-3.5504292452533,-17.2345905820009
"2004/04/18",1.97733542053498,5.59818365763541,3.67929715167795,13.7656473100666,1.24844629522807,2.00579865832285,-2.95714047908687,10.8087273230079,-3.72247729838019,2.81514378443536,33.5713000860226,6.03989072340968,-4.67724250354289,5.48040990373303,-7.67080737395582,-23.9446929798771
"2004/04/25",4.27723527757722,8.7914325772672,11.445562895526,11.8077874231718,2.79601949961231,1.39442669678333,-0.965666447990324,16.1271022657688,-3.5468644016819,-1.09412854533339,-10.2518008212507,1.99420781936299,-5.63442340461163,5.68726939794201,-5.79118545940338,-16.4047953596459
"2004/05/02",-2.78920951997691,7.76918081117239,8.2209570061207,12.4867088666627,-0.529493253253433,-1.83153291711734,-5.60503058106641,6.58361258685902,-7.73815982784931,-1.49809842954607,3.55753841558757,-1.5486014369571,-6.58696195996616,2.0421415905827,-7.41051904783312,-16.9566665257633
"2004/05/09",1.3943457191427,7.37192903738712,8.4963511260605,13.0406302809348,3.76999404134352,1.06750748000643,-5.74439468709886,15.2901229691879,-2.92945522689872,-0.777068315277003,34.1168777290577,-0.341410658735193,-3.41450051264978,4.77201376798501,-7.6548526316709,-17.8835376760474
"2004/05/16",0.702900966832924,5.22467729571435,7.89674526099045,18.0945517413107,4.56948133467603,0.841547892083532,-5.75875876758066,14.6216333200293,-0.245750634767133,3.56896180897533,53.9262167186609,0.490780116927259,-4.3670390782423,3.8768859927389,-10.3991862155337,-17.6854088276519
"2004/05/23",4.26145619810114,4.32742553110034,13.1721394206402,16.2734731749837,6.99396859029989,-0.00941170649197787,-2.39812287661196,19.078143691141,-0.312046043664248,3.16499191234383,24.360555627127,3.57297089250295,0.430422384163156,5.60675817757803,-7.89351977323274,-18.1122799850258
"2004/05/30",1.30150898696272,0.886482053723876,8.052395798959,16.0583478613663,6.03399240326372,2.12034399074606,0.333474567479133,8.89247702172379,0.113625644307923,3.13030205834963,32.0692396180019,3.77511587065597,0.975229402467697,4.69021484541931,-9.8842784882071,-12.4533115099683
"2004/06/06",0.46656181592499,2.82053857613051,6.18265216789559,7.59322240889931,1.94901621472168,3.50009973690309,-5.93492798332346,8.5818104313119,-1.33570267124599,0.345612223975076,-3.3470768205184,-1.02273908158649,-3.60496361417255,0.52367156614565,-6.62503721357998,-13.7943430702832
"2004/06/13",3.38161465216252,2.12959514043496,14.562908626453,20.1280971283614,4.36404009276003,2.7548554481897,-5.32833052207292,13.2711438385452,1.46496903802521,1.43592238504574,-11.5133930399753,4.30440593465939,2.56484343171476,4.48212825531075,-9.74079587604728,-11.1353745651827
"2004/06/20",1.42166744429611,2.93865169021368,12.1931650442218,17.1629717551662,6.15406391711391,4.88461115911068,-3.34673309142929,16.2104772252912,-3.60935927920808,-0.0987674710058624,-14.0547092236694,4.2565509450987,0.109650421884997,2.69058492463311,-9.98155457742545,-19.226406146431
"2004/06/27",-0.536793754812017,3.76238399432612,11.1933013459899,7.09760764072414,5.07163892040088,-0.233456056013209,-3.6175045453916,14.7773044270608,-1.8026462332901,0.369493553187816,-19.8971884850911,5.33760780298957,2.65697046230348,2.53058046914061,-10.978705945938,-22.0223817355114
"2004/07/04",4.87974509685174,5.58611631326176,16.6934377457942,23.5322436410502,5.1142140302202,3.14847673637365,0.736724064022642,16.9691316609245,-1.49593319860105,2.58775456001754,-11.8646675390067,11.2936646949453,1.32929051493622,3.2455760144723,-5.35085727950576,-21.9433572800666
"2004/07/11",8.79628380801755,5.65984842837887,21.693573865743,25.0918792639247,11.4067889151015,6.40540947943876,2.46595252069977,20.7859587753293,4.31077969427642,3.68101555155936,-10.707146774872,3.87472151674496,4.50161038936872,6.71057155961812,-8.59800870717465,-18.8643328667362
"2004/07/18",-0.0602435793411775,1.02434046891668,15.6874031889552,11.9219550560884,11.1512840077367,4.79515665445725,-0.462606704487069,15.2360901985721,-3.47991207134345,2.64160846958248,-15.6321722448273,7.22891335449674,-3.09869065327221,3.93429892888097,-7.50837847541663,-26.3496830654216
"2004/07/25",1.57922384590145,2.29194678346617,15.8665554067489,14.5788454786626,12.0817179936463,5.53188067434344,-2.47625973488046,19.6311723978607,2.61006323420011,0.0420659604409526,-13.196768695577,6.04036508771153,4.11914197935464,-0.66613903818873,-7.90241212184859,-29.5237114325052
"2004/08/01",0.647262695498528,-1.44044692750885,15.3314219076061,17.2357359001319,0.726437668333357,3.84003325551235,-4.91848420617247,9.45482597742384,-0.157104341515319,-0.271762246175008,-8.18993633795782,6.28038825202308,-1.23445398870696,-5.83800554263141,-9.29644574414418,-17.1263115136646
"2004/08/08",-0.998984174728287,0.970016523884725,16.7962884056323,23.6069120280003,2.65687169076202,3.29104298460448,-4.50356579691295,13.2784795900778,-0.495700468681759,-0.585590456953602,-8.75453289708054,2.52041142032873,-2.15947850768026,-5.86701490966147,-9.83333652229195,-19.5860543023725
"2004/08/15",-0.502373890916069,-1.61952003837632,12.975440591161,43.2638024837771,0.873019949482881,-0.543661564239314,-5.66007599363942,11.1021331728729,2.73713195571765,-5.3279901278096,-49.1762722321064,3.33186313592254,-0.0845030450391278,-3.03888145645335,-10.6559415557124,-17.4743684666804
"2004/08/22",-0.868699257668088,-0.359714436234536,14.0077143633933,28.4891994210591,5.81012223893565,0.330610169670381,-7.10436700240084,19.9148318803759,0.966673868531743,-0.36179466236571,3.51224992757047,5.57617006220039,0.845864564249963,0.491601437819339,-9.06809131457319,-14.0656594070084
"2004/08/29",0.907832522055064,-1.52848026892895,13.7542738727324,32.4288821535225,5.17579593427231,-0.652260922182266,-5.97722945699014,13.0132447746519,-1.23235567677686,-1.39559921383428,-9.65637090013229,4.3919055620841,-1.08091070814487,-3.26363001485352,-11.7659553357323,-16.7998074711199
"2004/09/05",-0.0299214218722792,-0.840103241016273,10.5008333744226,35.797136292748,-0.74424464912018,2.22201081835643,-6.85009189800982,17.6830863060192,-1.5742423401749,-2.28654662520172,5.88929398632521,9.9219267675727,-5.00768593291854,-0.161718559298112,-10.3209622140706,-19.9625269856487
"2004/09/12",2.03232464694846,-1.43744058310901,11.2473928120892,33.5939617957887,4.05000046680316,-0.046574562593801,-2.43724005630595,23.9243563824366,-2.77327190488891,0.822505988615389,9.43495879244147,23.7376623346813,-1.36303263315229,5.36876433491792,-11.8759691346193,-13.2681036050655
"2004/09/19",0.807631598126796,-1.75251189633992,11.5595419521681,18.6843512546123,2.82631004472779,-0.178303612465436,-2.73611353759236,17.1735043198016,-5.11122371699381,0.505804609616528,10.7318964475157,9.54949135939455,-3.00810332107861,6.75817631420525,-12.4102814750447,-13.5730202985214
"2004/09/26",0.297224271284213,-2.06758319750265,12.8716910468639,22.7747407872049,3.31690532148666,-1.45288979504431,-5.03498702148504,23.2797951348278,-5.73488980338019,0.903388948432374,24.0288342693348,8.07560614495437,-2.08174545692916,6.71901687936494,-12.5160224074332,-12.5922227143814
"2004/10/03",-1.78461161536798,-4.38265451430302,13.3266972906978,17.2937016940378,6.37892919423135,-1.29890455615831,-3.76243193290503,16.2432287848799,-4.50141304513706,-2.55616957559687,38.1829149269448,2.60172095674691,-5.01253043970386,3.39414315318904,-9.4789061962928,-13.0399965556723
"2004/10/10",-0.866447502898366,-7.26915439040308,10.6388463844588,11.0983769056342,4.58381019455572,6.85508071845065,-5.63273399034692,15.9209481635684,-8.98222201045944,-1.44429951117583,43.9084240717287,5.84212143250059,-7.08617256235306,7.35498371798045,-11.4417899832543,-19.6306275363845
"2004/10/17",-1.23419795323968,-5.44416589721929,21.5321386032212,17.0073434877141,4.93797864109292,-1.42127965057782,-7.22266827492323,16.0060482940153,-6.2084055399355,-1.35027281262328,52.2250979137589,-0.0726803834900673,-8.1784286356708,4.16340735777605,-10.5739766332263,-16.9511533118738
"2004/10/24",-0.887662686134558,-0.904891700923582,29.1397165279002,9.20202432418844,1.86357567480561,-1.9833542684766,-5.0983168283985,11.3768627230784,-7.86316048931833,-4.39910326046092,44.256057397087,-1.27319648721852,-10.8421132776935,0.543259579166312,-10.7061632699969,-17.9859647731661
