Index,Real.Estate,Home.Financing,Home.Inspections...Appraisal,Home.Insurance,Property.Management,Real.Estate.Agencies,Rental.Listings...Referrals,Auto.Financing,Auto.Insurance,Automotive,Hybrid...Alternative.Vehicles,Off.Road...Recreational.Vehicles,Vehicle.Licensing...Registration,Vehicle.Shopping,Jobs.,Welfare...Unemployment
2004/01/01,-0.301047824892221,2.09389952003745,5.81699912957554,9.4296554361451,3.25443085300327,0.961060750552643,-5.70420564149778,6.1890566231781,-4.11611468312952,1.650280179573,14.1078170084795,2.04096669001772,-2.28377816105953,2.93366055714395,-2.90284096215764,-17.2572522987941
2004/02/01,-1.80710183047332,-0.64314364906465,4.31697399661927,6.04873870403015,2.19392426288089,-1.06697488986515,-4.43985173007632,7.65899359245842,-5.7754629228566,-1.40121941674459,17.1776256750705,2.62478493052665,-3.76711529843325,1.22967522513971,-8.4393933847164,-18.6141071594074
2004/03/01,1.03730020533759,9.24642744701073,3.93101547051605,11.7955599068074,1.14947864371482,4.16612754066563,-5.20236695832878,9.30341825650632,-8.55543682545946,1.43596239078555,26.8290195172497,4.07570343737475,-6.18024406550994,3.63741061468884,-12.3128358743805,-22.5055395177
2004/04/01,2.42113549720224,6.43905920119994,4.82741428552177,14.1508272301438,4.69340970287828,0.905234624995885,-3.57787748523429,14.0870398663547,-2.77903375133521,-0.0427200896809775,22.3266001264513,3.00023215337487,-5.79240206946299,4.90823016532138,-6.39186832313102,-19.3708917849469
2004/05/01,0.974200470212515,5.11593894581962,9.16771772255417,15.1907423850516,4.16758862326594,0.437690947845341,-3.83456646897575,12.8931979177882,-2.2223572177743,1.51781780696914,29.606085621687,1.18977095687878,-2.59256995284548,4.19760287486079,-8.64847123129551,-16.6182409048913
2004/06/01,1.1832625393929,2.91279235027632,11.0330067961401,12.9954747332878,4.38468978624913,2.72652757204757,-4.55687403555432,13.2101839805523,-1.32068478642974,0.513065172800692,-12.2030918923135,3.21895640029029,0.431625175432672,2.55674130380753,-9.33152340324768,-16.5446263793521
2004/07/01,3.79875229285739,3.64056299850587,17.4852425518103,18.7812308599315,9.93850123667617,4.97023088615328,0.0659525363387208,18.1555882581716,0.486249414633007,2.23811113540008,-12.8501888135707,7.10941616347463,1.71283805759684,3.30607686619566,-7.3399141459864,-24.1702711611824
2004/08/01,-0.16299242115177,-0.795629029432786,14.573027828105,29.0049063972982,3.04844949635724,1.25315278467313,-5.63274449122316,13.3527030790805,0.363729067455091,-1.58854734142764,-14.4529724879413,4.42014768651177,-0.742696337064251,-3.50318609715608,-10.1239540944908,-17.0104402321692
2004/09/01,0.776814773621798,-1.52440972949196,11.5448647963859,27.7125475325885,2.36224279597436,0.136060712063221,-4.26460812834829,20.5151855357713,-3.79840694135945,-0.0137117696343573,12.5212458739043,12.8211716516507,-2.86514183601965,4.6710597422975,-11.7808088077919,-14.8489684009042
2004/10/01,-1.54852372331543,-4.50186823773674,19.5055100706584,12.4853446100326,2.73926470459305,-0.42163447243989,-5.56659471404409,14.9732387377142,-8.12890902184499,-2.72527005790139,41.8004736542027,1.09627916143003,-8.12500856806406,3.64720969513561,-11.150694341697,-16.8114179744226
